111156,44743,1,2,8,22,33
111157,44744,3,11,20,21,28
111158,44746,5,11,17,31,38
111159,44747,13,16,21,22,26
111160,44748,13,14,18,27,30
111161,44749,9,14,18,23,35
111162,44750,1,20,25,30,39
111163,44751,8,12,21,24,38
111164,44753,7,15,16,19,37
111165,44754,1,3,5,27,31
111166,44755,4,14,27,34,35
111167,44756,5,16,21,25,26
111168,44757,3,22,24,33,36
111169,44758,10,14,25,30,35
111170,44760,4,10,22,32,35
111171,44761,2,11,16,25,38
111172,44762,4,8,16,29,34
111173,44763,4,10,12,26,36
111174,44764,9,11,24,26,28
111175,44765,5,27,32,33,38
111176,44767,24,25,35,36,37
111177,44768,2,13,19,25,29
111178,44769,4,5,14,29,30
111179,44770,4,9,25,28,34
111180,44771,3,29,34,38,39
111181,44772,5,7,12,34,38
111182,44774,2,3,8,18,27
111183,44775,6,11,18,22,26
111184,44776,15,19,26,29,34
111185,44777,2,26,28,32,37
111186,44778,7,9,12,16,21
111187,44779,6,11,18,21,35
111188,44781,17,19,33,34,39
111189,44782,9,11,31,36,39
111190,44783,3,8,16,23,36
111191,44784,8,9,16,21,29
111192,44785,1,6,13,24,36
111193,44786,2,17,22,35,36
111194,44788,3,11,13,14,17
111195,44789,7,10,19,26,34
111196,44790,16,21,26,30,36
111197,44791,4,15,20,35,36
111198,44792,26,28,31,37,39
111199,44793,11,13,29,31,35
111200,44795,6,13,14,25,38
111201,44796,5,8,12,15,24
111202,44797,4,7,26,33,34
111203,44798,3,10,25,28,36
111204,44799,12,23,25,28,34
111205,44800,12,17,19,26,36
111206,44802,16,19,23,33,37
111207,44803,8,29,32,36,38
111208,44804,15,17,21,25,36
111209,44805,2,6,8,15,17
111210,44806,2,19,24,25,38
111211,44807,9,10,20,27,39
111212,44809,7,10,16,20,21
111213,44810,4,11,17,26,36
111214,44811,4,8,10,27,35
111215,44812,5,14,17,34,36
111216,44813,20,22,28,36,37
111217,44814,6,8,25,35,37
111218,44816,6,14,24,37,38
111219,44817,13,14,20,33,35
111220,44818,8,16,22,27,29
111221,44819,4,5,18,30,35
111222,44820,10,15,28,33,36
111223,44821,10,18,19,25,29
111224,44823,4,12,15,17,19
111225,44824,7,9,11,16,39
111226,44825,1,14,23,24,39
111227,44826,10,14,20,24,31
111228,44827,1,12,25,38,39
111229,44828,17,28,34,35,38
111230,44830,2,7,10,11,23
111231,44831,3,27,36,37,39
111232,44832,7,14,28,31,38
111233,44833,3,17,22,23,25
111234,44834,18,21,25,33,35
111235,44835,3,5,14,15,25
111236,44837,24,29,31,32,37
111237,44838,6,12,17,31,35
111238,44839,1,7,20,22,37
111239,44840,10,11,13,22,38
111240,44841,2,8,12,29,36
111241,44842,6,18,21,23,35
111242,44844,1,8,13,21,34
111243,44845,4,7,10,15,39
111244,44846,1,8,10,14,20
111245,44847,9,12,15,23,29
111246,44848,1,6,12,22,24
111247,44849,7,8,23,30,36
111248,44851,2,5,16,21,39
111249,44852,7,14,16,25,27
111250,44853,1,4,5,11,12
111251,44854,3,4,6,11,36
111252,44855,3,8,24,28,35
111253,44856,1,3,7,10,23
111254,44858,9,17,33,35,36
111255,44859,9,19,20,22,26
111256,44860,5,9,13,18,39
111257,44861,9,22,29,30,39
111258,44862,1,18,22,28,36
111259,44863,8,16,20,25,34
111260,44865,9,21,23,24,27
111261,44866,14,17,18,26,33
111262,44867,4,13,18,24,34
111263,44868,3,18,27,31,35
111264,44869,2,3,10,22,31
111265,44870,1,6,17,28,32
111266,44872,11,12,19,28,37
111267,44873,3,14,16,19,22
111268,44874,4,8,20,30,35
111269,44875,13,19,23,27,31
111270,44876,2,4,12,21,22
111271,44877,5,13,19,31,33
111272,44879,5,19,27,35,36
111273,44880,2,4,15,18,33
111274,44881,1,6,7,15,35
111275,44882,3,13,22,27,30
111276,44883,1,4,5,7,9
111277,44884,17,21,22,31,35
111278,44886,1,8,21,28,38
111279,44887,6,10,16,19,30
111280,44888,2,22,27,30,37
111281,44889,4,17,27,33,37
111282,44890,8,18,25,28,36
111283,44891,11,18,20,24,26
111284,44893,7,9,17,27,39
111285,44894,8,11,14,25,29
111286,44895,9,13,16,24,37
111287,44896,14,16,24,26,30
111288,44897,1,3,4,13,18
111289,44898,11,13,21,28,29
111290,44900,5,14,16,18,24
111291,44901,12,13,16,18,25
111292,44902,1,10,25,34,36
111293,44903,16,19,21,22,23
111294,44904,12,13,17,35,37
111295,44905,8,10,18,29,39
111296,44907,13,16,23,27,28
111297,44908,1,9,12,27,28
111298,44909,10,12,16,31,36
111299,44910,1,6,14,18,24
111300,44911,3,14,15,19,34
111301,44912,3,10,11,12,24
111302,44914,6,9,13,21,35
111303,44915,6,9,13,25,29
111304,44916,12,13,20,24,32
111305,44917,3,7,9,18,33
111306,44918,23,27,29,30,35
111307,44919,1,3,4,31,34
111308,44921,2,6,12,13,28
111309,44922,8,20,31,35,38
111310,44923,6,16,18,24,27
111311,44924,1,8,18,25,38
111312,44925,4,5,8,10,29
111313,44926,1,10,15,20,26
112001,44928,6,8,10,12,25
112002,44929,12,14,25,30,34
112003,44930,8,18,29,31,36
112004,44931,17,26,29,36,39
112005,44932,10,30,35,38,39
112006,44933,3,6,8,23,30
112007,44935,6,13,30,31,34
112008,44936,2,8,18,22,29
112009,44937,23,26,31,34,35
112010,44938,3,14,26,29,37
112011,44939,4,9,26,29,31
112012,44940,4,8,12,23,29
112013,44942,4,7,11,12,29
112014,44943,4,6,26,28,39
112015,44944,6,12,18,34,39
112016,44945,1,3,12,28,34
112017,44946,5,6,15,19,25
112018,44947,8,12,14,28,35
112019,44949,4,12,13,14,22
112020,44950,6,8,16,19,31
112021,44951,1,5,15,19,20
112022,44952,6,10,12,33,36
112023,44953,2,16,19,24,27
112024,44954,9,18,29,32,38
112025,44956,8,17,18,25,36
112026,44957,2,3,6,23,38
112027,44958,16,19,23,36,38
112028,44959,11,12,27,30,38
112029,44960,1,7,19,21,31
112030,44961,13,15,18,22,24
112031,44963,3,15,16,28,31
112032,44964,1,13,25,26,27
112033,44965,13,15,17,28,37
112034,44966,22,32,35,38,39
112035,44967,4,17,25,26,34
112036,44968,7,27,30,31,39
112037,44970,5,6,16,31,34
112038,44971,9,12,16,28,37
112039,44972,4,23,24,32,37
112040,44973,5,17,25,35,39
112041,44974,9,22,25,27,31
112042,44975,8,12,18,20,32
112043,44977,14,24,30,32,38
112044,44978,2,17,25,29,37
112045,44979,2,11,16,17,37
112046,44980,7,11,13,17,27
112047,44981,8,11,12,16,30
112048,44982,4,6,27,38,39
112049,44984,5,21,31,33,38
112050,44985,6,8,23,27,33
112051,44986,26,30,32,36,37
112052,44987,1,4,9,24,37
112053,44988,8,16,17,34,35
112054,44989,4,9,25,32,39
112055,44991,1,8,19,21,37
112056,44992,5,9,10,17,19
112057,44993,15,19,22,24,39
112058,44994,11,26,30,38,39
112059,44995,8,15,33,35,39
112060,44996,4,7,14,22,24
112061,44998,2,10,23,30,35
112062,44999,15,18,22,24,30
112063,45000,9,15,25,26,33
112064,45001,10,21,25,37,38
112065,45002,5,11,17,27,32
112066,45003,3,7,22,30,37
112067,45005,5,10,18,20,37
112068,45006,3,12,16,22,38
112069,45007,2,5,17,27,37
112070,45008,5,12,33,36,38
112071,45009,8,19,27,34,37
112072,45010,6,10,24,33,35
112073,45012,6,10,11,32,39
112074,45013,2,5,9,10,32
112075,45014,16,32,36,37,39
112076,45015,7,13,18,25,39
112077,45016,2,21,26,27,35
112078,45017,9,10,16,21,26
112079,45019,6,7,22,23,33
112080,45020,2,13,27,31,38
112081,45021,3,6,21,31,38
112082,45022,9,11,24,37,39
112083,45023,10,16,31,36,39
112084,45024,8,18,20,27,31
112085,45026,6,25,30,34,36
112086,45027,1,5,6,37,38
112087,45028,4,10,11,17,38
112088,45029,13,14,18,26,29
112089,45030,3,5,17,31,36
112090,45031,1,9,17,31,37
112091,45033,4,9,16,32,33
112092,45034,11,17,21,31,33
112093,45035,15,20,33,34,39
112094,45036,4,19,22,29,37
112095,45037,2,7,26,28,32
112096,45038,10,14,21,27,29
112097,45040,1,10,16,21,24
112098,45041,1,5,12,34,36
112099,45042,2,20,21,29,33
112100,45043,3,13,22,32,39
112101,45044,7,10,11,36,39
112102,45045,6,8,22,32,38
112103,45047,10,14,20,28,31
112104,45048,1,3,5,27,29
112105,45049,5,7,26,34,35
112106,45050,14,23,25,26,34
112107,45051,1,7,24,30,32
112108,45052,4,5,26,28,32
112109,45054,3,7,27,29,34
112110,45055,2,4,13,23,36
112111,45056,11,12,25,31,37
112112,45057,4,5,9,27,34
112113,45058,14,20,21,23,25
112114,45059,3,12,15,27,35
112115,45061,5,6,7,8,24
112116,45062,13,25,27,36,38
112117,45063,5,11,14,30,38
112118,45064,8,20,32,34,36
112119,45065,16,27,33,34,36
112120,45066,1,10,24,28,34
112121,45068,10,15,25,31,39
112122,45069,10,14,34,35,38
112123,45070,8,10,16,21,34
112124,45071,14,16,18,20,33
112125,45072,6,7,13,22,29
112126,45073,1,18,24,25,39
112127,45075,1,10,14,27,37
112128,45076,5,12,15,20,21
112129,45077,5,6,7,34,36
112130,45078,8,18,25,27,34
112131,45079,4,8,9,22,37
112132,45080,3,7,13,23,34
112133,45082,1,5,16,20,29
112134,45083,11,18,26,29,37
112135,45084,3,7,8,11,29
112136,45085,1,12,15,23,38
112137,45086,2,13,15,17,29
112138,45087,1,8,9,19,28
112139,45089,8,13,19,22,26
112140,45090,24,29,34,36,37
112141,45091,1,6,21,32,34
112142,45092,2,11,15,18,21
112143,45093,9,12,24,28,39
112144,45094,2,9,20,29,36
112145,45096,1,13,33,36,39
112146,45097,11,25,27,34,37
112147,45098,2,9,23,30,38
112148,45099,6,10,33,34,39
112149,45100,11,13,20,24,30
112150,45101,7,10,13,14,22
112151,45103,5,14,15,20,26
112152,45104,4,12,14,28,39
112153,45105,5,8,21,32,33
112154,45106,2,10,14,17,27
112155,45107,3,11,20,30,36
112156,45108,7,8,12,22,39
112157,45110,13,28,33,34,39
112158,45111,14,26,27,29,35
112159,45112,5,7,8,25,30
112160,45113,2,14,17,21,33
112161,45114,12,16,25,28,30
112162,45115,1,4,18,24,33
112163,45117,1,4,15,19,37
112164,45118,24,25,35,36,38
112165,45119,1,2,9,10,32
112166,45120,4,6,10,19,32
112167,45121,12,14,20,25,37
112168,45122,8,16,19,21,22
112169,45124,1,18,22,29,30
112170,45125,12,15,23,29,38
112171,45126,2,12,20,22,35
112172,45127,13,18,20,23,31
112173,45128,9,26,27,31,39
112174,45129,4,9,15,24,32
112175,45131,2,13,31,34,37
112176,45132,15,18,19,26,32
112177,45133,6,13,33,37,38
112178,45134,10,13,18,37,39
112179,45135,1,7,13,20,26
112180,45136,15,18,20,30,37
112181,45138,3,13,19,21,35
112182,45139,1,3,10,15,30
112183,45140,3,10,11,25,29
112184,45141,3,9,12,30,33
112185,45142,7,16,20,35,38
112186,45143,4,9,10,15,34
112187,45145,8,14,29,32,34
112188,45146,7,10,19,28,29
112189,45147,3,12,15,30,39
112190,45148,1,13,14,30,38
112191,45149,6,23,24,38,39
112192,45150,8,23,27,31,32
112193,45152,17,18,26,28,33
112194,45153,14,23,26,33,37
112195,45154,2,7,9,19,28
112196,45155,4,15,18,27,34
112197,45156,6,14,23,34,38
112198,45157,9,14,15,23,28
112199,45159,6,7,24,25,36
112200,45160,9,11,12,27,36
112201,45161,2,7,19,23,28
112202,45162,5,14,23,29,34
112203,45163,5,11,23,30,32
112204,45164,6,7,9,24,27
112205,45166,1,13,17,26,31
112206,45167,2,4,10,13,37
112207,45168,13,16,33,35,36
112208,45169,11,14,19,30,39
112209,45170,1,17,19,31,34
112210,45171,11,15,22,25,34
112211,45173,6,17,18,20,37
112212,45174,12,16,20,21,34
112213,45175,4,10,23,28,29
112214,45176,10,24,27,36,37
112215,45177,6,8,14,23,31
112216,45178,11,13,31,35,39
112217,45180,6,12,31,33,39
112218,45181,2,16,17,21,31
112219,45182,3,9,18,21,39
112220,45183,5,8,10,17,28
112221,45184,1,9,12,18,20
112222,45185,4,14,23,25,38
112223,45187,3,14,21,23,36
112224,45188,10,24,26,36,39
112225,45189,6,11,17,20,21
112226,45190,1,4,16,25,37
112227,45191,1,12,18,26,32
112228,45192,20,26,32,35,39
112229,45194,4,6,10,25,38
112230,45195,1,3,5,28,39
112231,45196,14,15,19,24,34
112232,45197,4,11,14,17,19
112233,45198,10,12,27,30,39
112234,45199,3,14,19,20,21
112235,45201,1,2,8,13,37
112236,45202,1,2,12,13,30
112237,45203,9,19,21,33,38
112238,45204,9,12,18,26,37
112239,45205,3,4,19,26,29
112240,45206,3,18,26,34,35
112241,45208,8,13,16,23,29
112242,45209,3,5,8,18,34
112243,45210,29,31,32,35,39
112244,45211,24,27,33,38,39
112245,45212,2,4,5,18,22
112246,45213,1,4,8,16,26
112247,45215,3,9,10,18,31
112248,45216,6,10,13,14,38
112249,45217,2,3,11,27,28
112250,45218,6,7,9,11,26
112251,45219,8,10,22,23,36
112252,45220,4,16,22,30,34
112253,45222,1,4,15,29,35
112254,45223,3,28,33,36,39
112255,45224,5,13,19,33,38
112256,45225,10,15,16,26,37
112257,45226,1,3,5,9,25
112258,45227,1,5,10,31,36
112259,45229,15,22,27,30,38
112260,45230,3,9,29,36,39
112261,45231,11,23,26,33,35
112262,45232,3,6,7,33,37
112263,45233,4,16,17,18,19
112264,45234,5,12,24,27,37
112265,45236,4,5,26,37,39
112266,45237,3,4,17,25,35
112267,45238,3,19,23,27,31
112268,45239,2,12,30,35,36
112269,45240,6,19,25,37,39
112270,45241,17,31,33,34,35
112271,45243,13,17,36,37,38
112272,45244,1,14,19,27,37
112273,45245,1,21,24,27,38
112274,45246,1,2,6,13,18
112275,45247,12,20,21,25,30
112276,45248,2,17,22,30,36
112277,45250,8,16,19,21,37
112278,45251,24,26,28,37,39
112279,45252,2,25,28,32,34
112280,45253,3,8,13,17,37
112281,45254,9,15,27,37,38
112282,45255,4,11,16,20,22
112283,45257,2,5,22,32,35
112284,45258,15,17,28,35,38
112285,45259,9,11,14,30,35
112286,45260,4,12,20,22,34
112287,45261,4,9,15,18,29
112288,45262,22,23,31,33,36
112289,45264,11,12,16,22,29
112290,45265,1,7,11,14,29
112291,45266,4,20,23,32,38
112292,45267,3,6,7,11,22
112293,45268,3,5,11,16,23
112294,45269,7,8,19,20,31
112295,45271,2,5,13,25,33
112296,45272,5,10,22,32,38
112297,45273,5,6,7,20,22
112298,45274,6,8,13,35,36
112299,45275,6,7,14,30,35
112300,45276,8,14,16,32,38
112301,45278,10,11,14,26,32
112302,45279,2,16,17,26,33
112303,45280,19,21,26,31,37
112304,45281,3,4,5,9,10
112305,45282,6,11,24,32,37
112306,45283,13,17,21,25,28
112307,45285,2,19,29,30,39
112308,45286,11,18,23,27,37
112309,45287,10,21,33,35,38
112310,45288,18,20,28,30,37
112311,45289,9,14,22,27,39
112312,45290,4,11,17,20,32
113001,45292,3,9,27,30,33
113002,45293,21,22,25,30,37
113003,45294,1,5,21,32,37
113004,45295,11,27,28,29,37
113005,45296,10,11,14,21,33
113006,45297,1,16,33,37,39
113007,45299,7,22,35,38,39
113008,45300,9,17,19,23,27
113009,45301,3,6,15,19,24
113010,45302,15,23,34,36,37
113011,45303,1,3,12,23,31
113012,45304,14,20,27,33,38
113013,45306,1,3,10,11,35
113014,45307,2,5,9,27,29
113015,45308,10,17,32,38,39
113016,45309,10,27,31,32,33
113017,45310,2,3,13,17,35
113018,45311,15,20,28,36,37
113019,45313,3,15,17,25,36
113020,45314,8,16,18,19,35
113021,45315,4,12,29,33,36
113022,45316,1,14,32,34,36
113023,45317,6,9,12,22,31
113024,45318,1,8,9,30,35
113025,45320,1,3,18,22,28
113026,45321,3,11,21,23,36
113027,45322,6,10,21,32,38
113028,45323,10,17,19,29,37
113029,45324,10,22,26,32,33
113030,45325,14,20,21,23,34
113031,45327,12,15,16,23,28
113032,45328,6,13,16,32,39
113033,45329,6,11,15,28,31
113034,45330,20,25,31,35,38
113035,45331,6,20,22,36,37
113036,45332,3,18,19,21,22
113037,45334,6,8,22,29,38
113038,45335,23,24,28,30,31
113039,45336,4,16,27,30,37
113040,45337,2,4,15,17,30
113041,45338,7,11,16,34,36
113042,45339,12,18,31,38,39
113043,45341,5,9,17,24,25
113044,45342,21,26,29,30,34
113045,45343,1,3,4,35,37
113046,45344,3,5,12,15,33
113047,45345,1,3,15,18,35
113048,45346,2,7,10,15,33
113049,45348,23,25,29,31,32
113050,45349,11,27,30,31,38
113051,45350,7,14,28,29,38
113052,45351,7,15,22,26,37
113053,45352,5,12,13,21,36
113054,45353,17,19,29,36,37
113055,45355,1,3,5,19,38
113056,45356,26,34,36,37,39
113057,45357,9,19,23,36,38
113058,45358,2,6,20,23,36
113059,45359,8,11,15,20,36
113060,45360,5,10,27,37,38
113061,45362,2,8,16,18,36
113062,45363,12,21,23,38,39
113063,45364,8,12,22,35,36
113064,45365,18,19,22,26,28
113065,45366,7,8,9,14,34
113066,45367,2,6,16,27,39
113067,45369,11,16,18,19,25
113068,45370,10,16,26,38,39
113069,45371,5,24,29,34,35
113070,45372,1,2,4,13,27
113071,45373,7,11,12,24,38
113072,45374,7,17,27,28,33
113073,45376,4,11,20,34,36
113074,45377,5,7,30,35,38
113075,45378,10,21,23,27,30
113076,45379,1,10,16,26,29
113077,45380,11,12,18,23,24
113078,45381,2,12,15,24,35
113079,45383,5,9,14,20,33
113080,45384,4,10,12,23,26
113081,45385,1,3,6,21,27
113082,45386,8,14,22,27,35
113083,45387,1,13,31,34,35
113084,45388,4,7,15,22,30
113085,45390,3,9,21,27,36
113086,45391,12,21,24,25,39
113087,45392,2,3,21,26,30
113088,45393,13,15,18,19,33
113089,45394,1,3,10,14,31
113090,45395,1,2,9,19,31
113091,45397,3,9,10,13,17
113092,45398,6,17,21,26,28
113093,45399,15,28,35,36,39
113094,45400,6,13,15,25,28
113095,45401,2,10,21,22,38
113096,45402,3,12,20,34,35
113097,45404,6,14,20,28,35
113098,45405,17,18,32,35,37
113099,45406,3,6,10,17,28
113100,45407,16,20,21,22,25
113101,45408,10,14,25,31,36
113102,45409,9,15,22,34,36
113103,45411,4,10,12,21,27
113104,45412,3,7,12,17,37
113105,45413,9,24,32,36,39
113106,45414,3,6,13,28,35
113107,45415,5,6,11,16,37
113108,45416,2,7,13,18,28
113109,45418,12,28,31,35,39
113110,45419,4,9,18,25,39
113111,45420,12,13,16,26,37
113112,45421,5,6,11,31,35
113113,45422,1,12,31,38,39
113114,45423,1,7,11,15,29
113115,45425,4,14,33,36,37
113116,45426,7,11,18,20,22
113117,45427,4,6,14,26,33
113118,45428,9,10,21,33,35
113119,45429,14,19,27,30,38
113120,45430,5,10,11,32,37
113121,45432,3,5,28,32,34
113122,45433,1,3,16,24,31
113123,45434,11,13,15,23,29
113124,45435,14,23,26,27,34
113125,45436,5,16,22,26,39
113126,45437,1,15,32,34,38
113127,45439,5,13,14,17,24
113128,45440,16,23,29,36,39
113129,45441,1,7,9,20,32
113130,45442,2,9,32,36,37
113131,45443,8,12,13,23,36
113132,45444,4,20,24,28,38
113133,45446,6,10,21,24,31
113134,45447,7,11,17,23,25
113135,45448,3,4,6,14,20
113136,45449,3,11,20,21,36
113137,45450,1,4,27,34,35
113138,45451,11,19,24,31,32
113139,45453,18,19,30,33,38
113140,45454,3,13,26,32,34
113141,45455,14,19,20,29,32
113142,45456,3,12,17,30,38
113143,45457,1,2,17,20,37
113144,45458,5,8,35,36,37
113145,45460,2,8,26,32,34
113146,45461,2,9,15,29,38
113147,45462,2,10,11,14,22
113148,45463,12,13,16,20,32
113149,45464,10,12,15,16,23
113150,45465,1,21,22,25,27
113151,45467,3,13,17,32,39
113152,45468,25,26,32,36,37
113153,45469,2,21,37,38,39
113154,45470,15,18,27,28,31
113155,45471,12,16,25,27,39
113156,45472,2,17,26,33,35
113157,45474,8,11,17,19,23
113158,45475,3,15,16,20,22
113159,45476,4,20,25,33,34
113160,45477,9,12,15,26,33
113161,45478,17,18,23,24,28
113162,45479,4,21,24,33,35
113163,45481,11,17,20,22,29
113164,45482,2,13,31,33,36
113165,45483,1,9,14,31,33
113166,45484,1,2,13,23,37
113167,45485,8,17,18,19,36
113168,45486,16,21,23,29,30
113169,45488,1,19,22,25,37
113170,45489,7,24,26,34,36
113171,45490,8,10,26,28,37
113172,45491,5,17,24,33,34
113173,45492,14,19,24,30,36
113174,45493,1,11,27,29,31
113175,45495,6,20,26,30,34
113176,45496,7,11,12,37,38
113177,45497,2,3,21,23,34
113178,45498,1,9,17,18,39
113179,45499,11,12,18,20,36
113180,45500,1,11,15,18,37
113181,45502,1,12,14,24,30
113182,45503,2,4,16,29,38
113183,45504,12,18,36,37,38
113184,45505,12,24,27,30,35
113185,45506,1,19,22,24,38
113186,45507,11,12,26,27,32
113187,45509,6,7,11,17,36
113188,45510,1,6,12,29,37
113189,45511,4,5,16,19,30
113190,45512,2,9,13,19,28
113191,45513,2,7,8,10,12
113192,45514,1,21,28,38,39
113193,45516,8,12,24,28,34
113194,45517,9,15,20,28,32
113195,45518,6,9,24,30,34
113196,45519,7,14,20,27,39
113197,45520,9,17,18,32,35
113198,45521,6,14,32,33,36
113199,45523,2,9,12,16,36
113200,45524,7,28,30,34,39
113201,45525,1,2,12,13,22
113202,45526,2,8,16,34,37
113203,45527,9,11,30,34,39
113204,45528,25,26,28,29,37
113205,45530,5,9,11,23,33
113206,45531,5,13,21,34,35
113207,45532,6,16,34,35,36
113208,45533,4,21,26,29,36
113209,45534,3,5,14,22,36
113210,45535,9,15,21,36,37
113211,45537,16,20,24,31,37
113212,45538,11,14,19,23,24
113213,45539,9,26,27,31,35
113214,45540,10,13,27,32,37
113215,45541,14,27,31,36,39
113216,45542,5,9,28,36,38
113217,45544,5,16,17,36,37
113218,45545,6,34,35,36,39
113219,45546,5,8,14,20,26
113220,45547,3,8,13,27,33
113221,45548,6,8,25,37,39
113222,45549,3,29,34,35,37
113223,45551,12,15,18,19,26
113224,45552,7,9,31,38,39
113225,45553,2,9,16,18,23
113226,45554,16,19,22,26,37
113227,45555,4,7,30,32,38
113228,45556,9,22,25,35,39
113229,45558,4,12,14,17,35
113230,45559,4,10,19,30,31
113231,45560,2,5,10,12,37
113232,45561,4,6,14,16,20
113233,45562,3,27,34,37,39
113234,45563,10,20,24,35,39
113235,45565,7,10,24,27,31
113236,45566,20,23,30,31,35
113237,45567,7,8,13,22,34
113238,45568,1,6,15,19,39
113239,45569,5,11,27,38,39
113240,45570,2,5,8,14,32
113241,45572,2,10,17,21,39
113242,45573,1,11,13,25,37
113243,45574,12,17,25,31,34
113244,45575,3,25,29,35,38
113245,45576,14,15,16,24,29
113246,45577,14,21,22,23,35
113247,45579,4,14,19,25,32
113248,45580,2,19,27,33,35
113249,45581,15,20,27,30,31
113250,45582,1,18,21,36,37
